filename_base,task_id,source,misjudgement,answer,llm_answer,evaluated,data_id,difficulty,problem_text_length,solution_text_length,prompt_perplexity,statement_gunning_fog_index,statement_flesch_kincaid_grade,api_calls,actual_verdict,File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time,module,pylint_total_issues,pylint_convention,pylint_error,pylint_refactor,pylint_warning,File,complexity_sum,bandit_total_issues,bandit_unique_severities,bandit_unique_confidences
code_task_110_data_gpt4,110,gpt4,False,A,C,C,474,1,1889,156,1.0012128760673022,14.84500574052813,12.001492537313435,9,WA,code_task_110_data_gpt4.py,7,6,6,0,0,69.46804295741116,5,9,14,7,12,19,14,72.33974351909447,3.3333333333333335,241.1324783969816,0.0241132478396981,13.39624879983231,code_task_110_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_110_data_gpt4.py,1,0.0,0.0,0.0
code_task_111_data_wenxin,111,wenxin,True,C,A,C,475,1,705,442,1.105401846300523,9.811162790697674,6.729372093023255,11,TLE,code_task_111_data_wenxin.py,19,13,13,2,5,81.62280126846414,9,10,19,10,19,29,19,123.18989788986396,8.55,1053.273626958337,0.0410632992966213,58.51520149768539,code_task_111_data_wenxin,6.0,3.0,0.0,1.0,2.0,code_task_111_data_wenxin.py,8,0.0,0.0,0.0
code_task_111_data_magiccoder,111,magiccoder,False,C,C,C,476,1,705,347,1.0000005512238017,9.811162790697674,6.729372093023255,4,WA,code_task_111_data_magiccoder.py,15,14,14,0,4,59.056580916761554,5,13,18,13,25,38,18,158.45715005480787,4.8076923076923075,761.8132214173455,0.0528190500182692,42.322956745408085,code_task_111_data_magiccoder,6.0,3.0,0.0,1.0,2.0,code_task_111_data_magiccoder.py,6,0.0,0.0,0.0
code_task_111_data_Mixtral,111,Mixtral,True,B,C,B,477,1,705,620,1.0000583667031286,9.811162790697674,6.729372093023255,0,CE,code_task_111_data_Mixtral.py,21,21,20,2,0,71.40515908114212,11,20,31,17,33,50,31,247.70981551934375,9.075,2247.9665758380447,0.0825699385064479,124.88703199100247,code_task_111_data_Mixtral,1.0,0.0,1.0,0.0,0.0,code_task_111_data_Mixtral.py,14,0.0,0.0,0.0
code_task_111_data_codegeex,111,codegeex,True,C,C,C,478,1,705,442,1.0001896115305642,9.811162790697674,6.729372093023255,12,RE,code_task_111_data_codegeex.py,24,17,17,0,6,58.23670875238843,8,10,18,9,17,26,18,108.41805003750012,6.8,737.2427402550007,0.0361393500125,40.957930014166706,code_task_111_data_codegeex,10.0,4.0,1.0,0.0,5.0,code_task_111_data_codegeex.py,7,0.0,0.0,0.0
code_task_111_data_qwen,111,qwen,False,C,C,C,479,1,705,971,1.000002935301142,9.811162790697674,6.729372093023255,10,WA,code_task_111_data_qwen.py,43,38,38,0,2,48.062426081577485,10,16,26,21,40,61,26,286.72682280660666,12.5,3584.085285082583,0.0955756076022022,199.1158491712546,code_task_111_data_qwen,7.0,2.0,0.0,2.0,3.0,code_task_111_data_qwen.py,25,0.0,0.0,0.0
code_task_112_data_Mixtral,112,Mixtral,False,C,C,C,480,1,1248,711,1.0000215313001366,10.53921568627451,7.736715686274511,18,WA,code_task_112_data_Mixtral.py,28,23,23,0,8,54.651378664632674,5,16,21,8,16,24,21,105.41561814669026,2.5,263.53904536672565,0.03513853938223,14.641058075929202,code_task_112_data_Mixtral,10.0,4.0,0.0,0.0,6.0,code_task_112_data_Mixtral.py,9,0.0,0.0,0.0
code_task_112_data_claude3,112,claude3,False,C,C,C,481,1,1248,546,1.000035478526093,10.53921568627451,7.736715686274511,17,WA,code_task_112_data_claude3.py,29,22,22,0,10,56.60305877591835,4,9,13,6,12,18,13,66.60791492653966,2.6666666666666665,177.62110647077242,0.0222026383088465,9.867839248376246,code_task_112_data_claude3,3.0,2.0,0.0,0.0,1.0,code_task_112_data_claude3.py,9,0.0,0.0,0.0
code_task_112_data_wizardcoder,112,wizardcoder,False,B,B,B,482,1,1248,1005,1.6065316685845314,10.53921568627451,7.736715686274511,0,CE,code_task_112_data_wizardcoder.py,35,25,24,6,0,82.24883028778494,3,6,9,4,7,11,9,34.86917501586544,1.75,61.021056277764515,0.0116230583386218,3.3900586820980285,code_task_112_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_112_data_wizardcoder.py,23,0.0,0.0,0.0
code_task_113_data_starcoder,113,starcoder,False,C,C,C,483,1,646,282,1.000037862686532,10.685714285714287,7.507142857142856,4,WA,code_task_113_data_starcoder.py,14,8,8,3,0,94.49002824562534,6,8,14,7,14,21,14,79.95445336320968,5.25,419.7608801568508,0.0266514844544032,23.320048897602824,code_task_113_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_113_data_starcoder.py,4,0.0,0.0,0.0
code_task_113_data_wenxin,113,wenxin,True,B,C,B,484,1,646,483,1.0000749371165865,10.685714285714287,7.507142857142856,0,CE,code_task_113_data_wenxin.py,18,10,10,4,2,94.96457780130278,4,6,10,4,8,12,10,39.863137138648355,2.6666666666666665,106.3016990363956,0.0132877123795494,5.905649946466422,code_task_113_data_wenxin,1.0,0.0,1.0,0.0,0.0,code_task_113_data_wenxin.py,2,0.0,0.0,0.0
code_task_113_data_Mixtral,113,Mixtral,False,C,C,C,485,1,646,647,1.0001589745265405,10.685714285714287,7.507142857142856,10,WA,code_task_113_data_Mixtral.py,21,9,9,6,2,94.0127288286396,5,14,19,8,16,24,19,101.95026032264605,2.857142857142857,291.28645806470297,0.0339834201075486,16.18258100359461,code_task_113_data_Mixtral,7.0,4.0,0.0,0.0,3.0,code_task_113_data_Mixtral.py,0,0.0,0.0,0.0
code_task_113_data_codellama,113,codellama,False,C,C,C,486,1,646,164,1.0000048425671522,10.685714285714287,7.507142857142856,8,WA,code_task_113_data_codellama.py,10,8,8,0,0,65.75561242396724,6,12,18,8,16,24,18,100.07820003461548,4.0,400.312800138462,0.0333594000115385,22.23960000769233,code_task_113_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_113_data_codellama.py,5,0.0,0.0,0.0
code_task_113_data_claude3,113,claude3,False,C,C,C,487,1,646,203,1.0004764230173773,10.685714285714287,7.507142857142856,3,WA,code_task_113_data_claude3.py,11,6,6,1,0,92.63570161982383,4,7,11,5,10,15,11,51.89147427955947,2.857142857142857,148.26135508445563,0.0172971580931864,8.236741949136423,code_task_113_data_claude3,2.0,1.0,0.0,0.0,1.0,code_task_113_data_claude3.py,1,0.0,0.0,0.0
code_task_114_data_wenxin,114,wenxin,False,C,C,C,488,1,2104,1106,1.0000330943713378,12.22105263157895,8.845526315789474,17,WA,code_task_114_data_wenxin.py,38,27,27,5,10,72.90852191798238,6,18,24,19,37,56,24,256.7579000403848,6.166666666666667,1583.340383582373,0.0855859666801282,87.96335464346517,code_task_114_data_wenxin,7.0,3.0,0.0,0.0,4.0,code_task_114_data_wenxin.py,17,0.0,0.0,0.0
code_task_114_data_deepseekcoder,114,deepseekcoder,False,C,C,C,489,1,2104,761,1.0000174782962343,12.22105263157895,8.845526315789474,18,WA,code_task_114_data_deepseekcoder.py,35,28,28,0,10,51.39242334021979,6,12,18,14,26,40,18,166.7970000576925,6.5,1084.1805003750012,0.0555990000192308,60.2322500208334,code_task_114_data_deepseekcoder,13.0,6.0,0.0,0.0,7.0,code_task_114_data_deepseekcoder.py,12,0.0,0.0,0.0
code_task_114_data_gpt4,114,gpt4,False,A,A,A,490,1,2104,429,1.0067399984318253,12.22105263157895,8.845526315789474,14,AC,code_task_114_data_gpt4.py,18,15,15,0,0,56.85321574835076,6,12,18,19,34,53,18,221.00602507644257,8.5,1878.5512131497617,0.0736686750254808,104.36395628609787,code_task_114_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_114_data_gpt4.py,10,0.0,0.0,0.0
code_task_114_data_llama,114,llama,False,C,C,C,491,1,2104,607,1.1737742806470322,12.22105263157895,8.845526315789474,24,WA,code_task_114_data_llama.py,32,21,21,4,0,83.53414640483344,1,3,4,4,8,12,4,24.0,1.3333333333333333,32.0,0.008,1.7777777777777777,code_task_114_data_llama,1.0,1.0,0.0,0.0,0.0,code_task_114_data_llama.py,5,0.0,0.0,0.0
code_task_114_data_wizardcoder,114,wizardcoder,False,B,B,B,492,1,2104,1106,1.0142645285511211,12.22105263157895,8.845526315789474,0,CE,code_task_114_data_wizardcoder.py,44,33,32,6,0,71.40194084545453,6,15,21,20,38,58,21,254.75441052116813,7.6,1936.1335199608775,0.0849181368403893,107.56297333115988,code_task_114_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_114_data_wizardcoder.py,21,0.0,0.0,0.0
code_task_114_data_codegeex,114,codegeex,False,C,C,C,493,1,2104,764,1.0000215313001366,12.22105263157895,8.845526315789474,22,WA,code_task_114_data_codegeex.py,40,30,30,0,12,52.71972757013181,5,9,14,7,13,20,14,76.14709844115208,3.611111111111111,274.97563325971583,0.0253823661470506,15.276424069984213,code_task_114_data_codegeex,10.0,6.0,0.0,0.0,4.0,code_task_114_data_codegeex.py,23,0.0,0.0,0.0
code_task_115_data_wizardcoder,115,wizardcoder,True,B,C,B,494,1,1204,6966,1.0009118790267986,12.844444444444447,11.017989417989423,0,CE,code_task_115_data_wizardcoder.py,10,7,7,0,1,66.34688177588062,5,15,20,11,22,33,20,142.62362713128297,3.6666666666666665,522.9532994813709,0.0475412090437609,29.05296108229838,code_task_115_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_115_data_wizardcoder.py,0,0.0,0.0,0.0
code_task_115_data_gemini,115,gemini,False,C,C,C,495,1,1204,350,1.0000015048541353,12.844444444444447,11.017989417989423,4,WA,code_task_115_data_gemini.py,13,10,10,0,1,60.045751987488515,5,26,31,24,48,72,31,356.70213434785506,4.615384615384615,1646.3175431439463,0.118900711449285,91.46208573021924,code_task_115_data_gemini,2.0,2.0,0.0,0.0,0.0,code_task_115_data_gemini.py,0,0.0,0.0,0.0
code_task_115_data_starcoder,115,starcoder,False,C,C,C,496,1,1204,278,1.0000037697296307,12.844444444444447,11.017989417989423,3,WA,code_task_115_data_starcoder.py,10,5,5,2,0,97.76007818053527,3,13,16,12,24,36,16,144.0,2.769230769230769,398.7692307692308,0.048,22.153846153846153,code_task_115_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_115_data_starcoder.py,0,0.0,0.0,0.0
code_task_115_data_gemma,115,gemma,False,C,C,C,497,1,1204,331,1.000007941882063,12.844444444444447,11.017989417989423,7,WA,code_task_115_data_gemma.py,18,18,18,0,7,56.24446494581384,4,10,14,14,28,42,14,159.90890672641936,5.6,895.4898776679483,0.0533029689088064,49.74943764821936,code_task_115_data_gemma,9.0,3.0,0.0,1.0,5.0,code_task_115_data_gemma.py,6,0.0,0.0,0.0
code_task_115_data_wenxin,115,wenxin,False,C,C,C,498,1,1204,1610,1.0000023392813167,12.844444444444447,11.017989417989423,6,WA,code_task_115_data_wenxin.py,39,21,21,9,1,81.0171934670823,5,31,36,29,58,87,36,449.7834751254812,4.67741935483871,2103.825932038541,0.149927825041827,116.8792184465856,code_task_115_data_wenxin,24.0,13.0,0.0,2.0,9.0,code_task_115_data_wenxin.py,6,0.0,0.0,0.0
code_task_115_data_gpt3.5,115,gpt3.5,False,C,C,C,499,1,1204,836,1.0000130676934331,12.844444444444447,11.017989417989423,10,WA,code_task_115_data_gpt3.5.py,22,18,18,0,13,51.76338365411244,6,32,38,34,68,102,38,535.2886063712457,6.375,3412.464865616691,0.1784295354570819,189.5813814231495,code_task_115_data_gpt3.5,10.0,7.0,0.0,0.0,3.0,code_task_115_data_gpt3.5.py,16,0.0,0.0,0.0
code_task_116_data_gpt4,116,gpt4,True,A,C,A,500,1,1066,215,1.001622579691713,10.443062751871041,9.219965457685667,7,AC,code_task_116_data_gpt4.py,11,10,10,0,0,65.82609836452045,3,5,8,6,11,17,8,51.0,3.3,168.29999999999998,0.017,9.35,code_task_116_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_116_data_gpt4.py,5,0.0,0.0,0.0
code_task_116_data_wenxin,116,wenxin,False,C,C,C,501,1,1066,563,1.0000104451819234,10.443062751871041,9.219965457685667,5,WA,code_task_116_data_wenxin.py,24,10,10,11,0,88.36140055960165,4,9,13,8,15,23,13,85.11011351724513,3.3333333333333335,283.7003783908171,0.0283700378390817,15.761132132823173,code_task_116_data_wenxin,2.0,2.0,0.0,0.0,0.0,code_task_116_data_wenxin.py,3,0.0,0.0,0.0
code_task_116_data_gemma,116,gemma,False,C,C,C,502,1,1066,294,1.000010206772706,10.443062751871041,9.219965457685667,13,WA,code_task_116_data_gemma.py,16,16,16,0,0,60.93061149566159,2,6,8,6,12,18,8,54.0,2.0,108.0,0.018,6.0,code_task_116_data_gemma,4.0,2.0,0.0,2.0,0.0,code_task_116_data_gemma.py,8,0.0,0.0,0.0
code_task_116_data_codegeex,116,codegeex,True,B,C,B,503,1,1066,4752,1.0009122369808445,10.443062751871041,9.219965457685667,0,CE,code_task_116_data_codegeex.py,9,5,5,1,2,99.52774689752884,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_116_data_codegeex,1.0,0.0,1.0,0.0,0.0,code_task_116_data_codegeex.py,1,0.0,0.0,0.0
code_task_116_data_claude3,116,claude3,False,C,C,C,504,1,1066,438,1.000634483153598,10.443062751871041,9.219965457685667,10,WA,code_task_116_data_claude3.py,16,6,6,4,0,100.0,1,3,4,2,4,6,4,12.0,0.6666666666666666,8.0,0.004,0.4444444444444444,code_task_116_data_claude3,1.0,1.0,0.0,0.0,0.0,code_task_116_data_claude3.py,0,0.0,0.0,0.0
code_task_117_data_Mixtral,117,Mixtral,False,C,C,C,505,1,1542,844,1.0000005512238017,12.236104636104637,8.814949494949499,29,WA,code_task_117_data_Mixtral.py,31,25,25,2,0,71.47944526069577,4,13,17,7,13,20,17,81.7492568250068,2.0,163.4985136500136,0.0272497522750022,9.083250758334088,code_task_117_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_117_data_Mixtral.py,8,0.0,0.0,0.0
code_task_117_data_gpt4,117,gpt4,False,C,C,C,506,1,1542,973,1.0000277300430114,12.236104636104637,8.814949494949499,26,WA,code_task_117_data_gpt4.py,36,30,29,0,0,48.06867166164524,11,34,45,22,42,64,45,351.4785981650992,6.794117647058823,2387.9869463569976,0.1171595327216997,132.66594146427764,code_task_117_data_gpt4,2.0,2.0,0.0,0.0,0.0,code_task_117_data_gpt4.py,18,0.0,0.0,0.0
code_task_117_data_qwen,117,qwen,False,C,C,C,507,1,1542,2417,1.0000962764019639,12.236104636104637,8.814949494949499,35,WA,code_task_117_data_qwen.py,67,43,43,11,17,67.96777961218906,10,47,57,32,62,94,57,548.2916613314858,6.595744680851064,3616.39180878214,0.1827638871104952,200.91065604345224,code_task_117_data_qwen,35.0,12.0,11.0,3.0,9.0,code_task_117_data_qwen.py,18,0.0,0.0,0.0
code_task_117_data_gpt3.5,117,gpt3.5,False,C,C,C,508,1,1542,839,1.000000908835049,12.236104636104637,8.814949494949499,16,WA,code_task_117_data_gpt3.5.py,27,23,23,0,11,52.09755512516451,8,21,29,17,29,46,29,223.4671257758683,5.523809523809524,1234.3898376190823,0.0744890419252894,68.57721320106013,code_task_117_data_gpt3.5,15.0,7.0,0.0,0.0,8.0,code_task_117_data_gpt3.5.py,14,0.0,0.0,0.0
code_task_117_data_wizardcoder,117,wizardcoder,False,B,B,B,509,1,1542,1039,1.1353357631803243,12.236104636104637,8.814949494949499,0,CE,code_task_117_data_wizardcoder.py,40,28,26,6,6,77.89107903096203,6,12,18,9,16,25,18,104.2481250360578,4.0,416.9925001442312,0.0347493750120192,23.166250008012845,code_task_117_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_117_data_wizardcoder.py,5,0.0,0.0,0.0
code_task_118_data_gpt3.5,118,gpt3.5,True,C,A,C,510,1,1375,244,1.000553662784416,9.059506531204645,7.722264150943396,4,WA,code_task_118_data_gpt3.5.py,12,10,10,0,5,62.88929122397646,5,12,17,10,20,30,17,122.6238852375102,4.166666666666667,510.93285515629253,0.0408746284125033,28.38515861979403,code_task_118_data_gpt3.5,6.0,3.0,0.0,0.0,3.0,code_task_118_data_gpt3.5.py,4,0.0,0.0,0.0
code_task_118_data_gpt4,118,gpt4,True,A,C,A,511,1,1375,130,1.000181984750135,9.059506531204645,7.722264150943396,4,AC,code_task_118_data_gpt4.py,6,5,5,0,0,69.54865498310937,7,12,19,9,19,28,19,118.9419703764204,5.541666666666667,659.1367525026631,0.0396473234588067,36.61870847237017,code_task_118_data_gpt4,2.0,1.0,0.0,1.0,0.0,code_task_118_data_gpt4.py,4,0.0,0.0,0.0
code_task_118_data_wenxin,118,wenxin,True,C,C,B,512,1,1375,240,1.0002613699886067,9.059506531204645,7.722264150943396,4,CE,code_task_118_data_wenxin.py,15,8,8,3,0,97.11833254088818,3,4,7,4,8,12,7,33.68825906469125,3.0,101.06477719407376,0.0112294196882304,5.614709844115208,code_task_118_data_wenxin,2.0,1.0,1.0,0.0,0.0,code_task_118_data_wenxin.py,3,0.0,0.0,0.0
code_task_118_data_deepseekcoder,118,deepseekcoder,True,C,A,C,513,1,1375,285,1.0000760100302313,9.059506531204645,7.722264150943396,8,RE,code_task_118_data_deepseekcoder.py,15,12,12,0,5,60.70258744145397,7,13,20,11,22,33,20,142.62362713128297,5.923076923076923,844.7707145468299,0.0475412090437609,46.93170636371278,code_task_118_data_deepseekcoder,5.0,2.0,0.0,0.0,3.0,code_task_118_data_deepseekcoder.py,4,0.0,0.0,0.0
code_task_119_data_starcoder,119,starcoder,False,C,C,C,514,1,1113,284,1.0000015048541353,8.591622239146991,6.1838613861386165,10,WA,code_task_119_data_starcoder.py,16,13,12,0,0,64.08913540835755,3,4,7,5,8,13,7,36.49561398674886,3.0,109.48684196024658,0.0121652046622496,6.08260233112481,code_task_119_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_119_data_starcoder.py,4,0.0,0.0,0.0
code_task_119_data_Mixtral,119,Mixtral,False,C,C,C,516,1,1113,331,1.0000037697296307,8.591622239146991,6.1838613861386165,14,WA,code_task_119_data_Mixtral.py,17,13,12,0,0,63.25589190198951,3,5,8,6,10,16,8,48.0,3.0,144.0,0.016,8.0,code_task_119_data_Mixtral,4.0,3.0,0.0,1.0,0.0,code_task_119_data_Mixtral.py,7,0.0,0.0,0.0
code_task_120_data_magiccoder,120,magiccoder,False,C,C,C,517,1,1695,404,1.0000003128163746,10.09093567251462,7.5708845029239775,7,WA,code_task_120_data_magiccoder.py,17,10,10,3,3,95.95180362739316,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_120_data_magiccoder,5.0,3.0,0.0,0.0,2.0,code_task_120_data_magiccoder.py,2,0.0,0.0,0.0
code_task_120_data_gemini,120,gemini,False,C,C,C,518,1,1695,1630,1.0000023392813167,10.09093567251462,7.5708845029239775,9,WA,code_task_120_data_gemini.py,54,28,26,8,9,81.71952283971403,6,13,19,10,20,30,19,127.43782540330756,4.615384615384615,588.1745787844964,0.0424792751344358,32.67636548802758,code_task_120_data_gemini,4.0,2.0,0.0,0.0,2.0,code_task_120_data_gemini.py,16,0.0,0.0,0.0
code_task_120_data_wizardcoder,120,wizardcoder,False,B,B,B,519,1,1695,724,1.0183162489744635,10.09093567251462,7.5708845029239775,0,CE,code_task_120_data_wizardcoder.py,27,19,19,5,0,82.2538325365614,2,10,12,11,20,31,12,111.13383752235583,2.0,222.2676750447117,0.0370446125074519,12.34820416915065,code_task_120_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_120_data_wizardcoder.py,8,0.0,0.0,0.0
code_task_120_data_starcoder,120,starcoder,False,C,C,C,520,1,1695,311,1.001930493621358,10.09093567251462,7.5708845029239775,9,WA,code_task_120_data_starcoder.py,15,8,8,3,0,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_120_data_starcoder,4.0,1.0,3.0,0.0,0.0,code_task_120_data_starcoder.py,2,1.0,1.0,1.0
code_task_120_data_gpt4,120,gpt4,False,A,A,A,521,1,1695,525,1.77880894167407,10.09093567251462,7.5708845029239775,18,AC,code_task_120_data_gpt4.py,24,22,22,0,0,52.58435610889349,7,21,28,20,42,62,28,298.0560051675714,7.0,2086.3920361729997,0.0993520017225238,115.91066867627777,code_task_120_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_120_data_gpt4.py,6,0.0,0.0,0.0
code_task_121_data_codellama,121,codellama,False,C,C,C,522,1,1929,947,1.0000023392813167,8.171945701357465,6.064705882352943,10,WA,code_task_121_data_codellama.py,40,32,32,3,22,65.18990541251523,2,24,26,14,32,46,26,216.22022703449025,1.3333333333333333,288.293636045987,0.0720734090114967,16.016313113665944,code_task_121_data_codellama,8.0,4.0,0.0,0.0,4.0,code_task_121_data_codellama.py,22,0.0,0.0,0.0
code_task_121_data_starcoder,121,starcoder,False,C,C,C,524,1,1929,2868,1.0000454920388613,8.171945701357465,6.064705882352943,22,WA,code_task_121_data_starcoder.py,98,53,65,24,22,70.83126006258213,6,30,36,18,31,49,36,253.3263250706733,3.1,785.3116077190873,0.0844421083568911,43.6284226510604,code_task_121_data_starcoder,10.0,7.0,0.0,1.0,2.0,code_task_121_data_starcoder.py,24,0.0,0.0,0.0
code_task_122_data_Mixtral,122,Mixtral,False,C,C,C,527,1,1263,561,1.0000130676934331,12.070879120879122,8.724642857142857,13,WA,code_task_122_data_Mixtral.py,24,20,20,0,0,57.06256475622144,6,10,16,8,14,22,16,88.0,4.2,369.6,0.0293333333333333,20.533333333333335,code_task_122_data_Mixtral,5.0,3.0,0.0,2.0,0.0,code_task_122_data_Mixtral.py,12,0.0,0.0,0.0
code_task_123_data_wenxin,123,wenxin,False,C,C,C,528,1,2487,978,1.0000055577929574,11.446956521739132,8.772956521739129,15,WA,code_task_123_data_wenxin.py,34,16,16,9,6,89.15695648270027,6,10,16,6,12,18,16,72.0,3.6,259.2,0.024,14.4,code_task_123_data_wenxin,5.0,3.0,0.0,0.0,2.0,code_task_123_data_wenxin.py,8,0.0,0.0,0.0
code_task_123_data_gpt4,123,gpt4,False,A,A,A,530,1,2487,264,1.0002618469213982,11.446956521739132,8.772956521739129,13,AC,code_task_123_data_gpt4.py,13,12,12,0,0,65.89833951474381,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5,code_task_123_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_123_data_gpt4.py,5,0.0,0.0,0.0
code_task_123_data_starcoder,123,starcoder,False,C,C,C,531,1,2487,1126,1.0000583667031286,11.446956521739132,8.772956521739129,29,WA,code_task_123_data_starcoder.py,43,22,22,11,0,80.1328123361334,7,31,38,24,48,72,38,377.85078096793814,5.419354838709677,2047.707458148826,0.125950260322646,113.76152545271256,code_task_123_data_starcoder,4.0,1.0,0.0,3.0,0.0,code_task_123_data_starcoder.py,17,0.0,0.0,0.0
code_task_123_data_chatglm,123,chatglm,False,C,C,C,532,1,2487,971,1.0000215313001366,11.446956521739132,8.772956521739129,20,WA,code_task_123_data_chatglm.py,42,33,33,0,13,50.488419206885304,5,14,19,10,19,29,19,123.18989788986396,3.392857142857143,417.96572498346706,0.0410632992966213,23.22031805463706,code_task_123_data_chatglm,11.0,9.0,0.0,2.0,0.0,code_task_123_data_chatglm.py,25,0.0,0.0,0.0
code_task_124_data_claude3,124,claude3,False,C,C,C,533,1,2161,158,1.0000130676934331,10.977764089929165,9.298136741607639,6,WA,code_task_124_data_claude3.py,8,6,6,0,0,68.94375345653238,3,12,15,7,15,22,15,85.95159310338741,1.875,161.15923706885138,0.0286505310344624,8.95329094826952,code_task_124_data_claude3,1.0,1.0,0.0,0.0,0.0,code_task_124_data_claude3.py,3,0.0,0.0,0.0
code_task_124_data_gpt4,124,gpt4,False,A,A,A,535,1,2161,165,1.0086553620728265,10.977764089929165,9.298136741607639,6,AC,code_task_124_data_gpt4.py,8,6,6,0,0,67.70274460420431,3,15,18,10,21,31,18,129.26767504471167,2.1,271.4621175938945,0.0430892250149038,15.081228755216362,code_task_124_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_124_data_gpt4.py,3,0.0,0.0,0.0
